Sample	aligned_reads	ambig_reads	discarded_reads	meth_chg	meth_chh	meth_cpg	no_alignments	percent_aligned	percent_chg_meth	percent_chh_meth	percent_cpg_meth	strand_ctob	strand_ctot	strand_directional	strand_ob	strand_ot	total_c	total_reads	unmeth_chg	unmeth_chh	unmeth_cpg
F-16.1	15592886.0	4800990.0	0.0	98102671.0	9052389.0	175893289.0	7552410.0	55.7959150636	62.2	1.6	91.4	0.0	0.0	directional	7799094.0	7793792.0	924664109.0	27946286.0	59607436.0	565381055.0	16627269.0
F-17.1	20596511.0	6563193.0	0.0	123798184.0	12498492.0	220529740.0	9962936.0	55.4823444669	62.2	1.7	91.2	0.0	0.0	directional	10298272.0	10298239.0	1170585176.0	37122640.0	75138088.0	717468508.0	21152164.0
F-18.1	18935059.0	6117384.0	0.0	111421470.0	11356524.0	197192216.0	9385791.0	54.9826654874	62.2	1.7	91.1	0.0	0.0	directional	9468439.0	9466620.0	1055651814.0	34438234.0	67641030.0	648834821.0	19205753.0
F-19.1	18229972.0	5888476.0	0.0	106347164.0	10949308.0	187481185.0	9310476.0	54.5335291079	62.2	1.7	91.0	0.0	0.0	directional	9116679.0	9113293.0	1007118689.0	33428924.0	64577876.0	619306266.0	18456890.0
F-2.1	8551131.0	1821021.0	0.0	80360069.0	7379196.0	126193211.0	5391562.0	54.2456619043	64.1	1.4	92.1	0.0	0.0	directional	4280471.0	4270660.0	780784856.0	15763714.0	44919618.0	511122807.0	10809955.0
F-20.1	17357220.0	5598991.0	0.0	101652625.0	10579989.0	179340708.0	8956147.0	54.3902772713	62.2	1.7	91.1	0.0	0.0	directional	8680418.0	8676802.0	965007067.0	31912358.0	61820059.0	593995057.0	17618629.0
F-21.1	16356558.0	5056939.0	0.0	101425351.0	9297280.0	181484093.0	7816323.0	55.9584629669	62.0	1.5	91.2	0.0	0.0	directional	8183622.0	8172936.0	962543308.0	29229820.0	62071236.0	590848217.0	17417131.0
F-3.1	17428159.0	3701367.0	0.0	167555294.0	15320797.0	263079872.0	10501081.0	55.0990342993	64.2	1.4	92.2	0.0	0.0	directional	8722793.0	8705366.0	1618666978.0	31630607.0	93387535.0	1056983907.0	22339573.0
F-4.1	10307503.0	2168989.0	0.0	94189490.0	8694210.0	146451280.0	6866906.0	53.2869302488	64.1	1.4	92.0	0.0	0.0	directional	5162096.0	5145407.0	924917724.0	19343398.0	52811133.0	609967546.0	12804065.0
F-6.1	3957022.0	840495.0	0.0	37598370.0	3501009.0	59223265.0	2517517.0	54.094376048	64.1	1.5	92.0	0.0	0.0	directional	1980842.0	1976180.0	363741054.0	7315034.0	21096753.0	237205582.0	5116075.0
F-7.1	1312193.0	413446.0	0.0	7797089.0	726509.0	13680591.0	666466.0	54.85515895	62.4	1.6	91.3	0.0	0.0	directional	655834.0	656359.0	73971775.0	2392105.0	4702090.0	45760904.0	1304592.0
F-8.1	2676729.0	825313.0	0.0	16488160.0	1509949.0	29460443.0	1330349.0	55.3913994128	62.0	1.6	91.2	0.0	0.0	directional	1339319.0	1337410.0	156272011.0	4832391.0	10091792.0	95884488.0	2837179.0
F-9.1	3068103.0	941818.0	0.0	19011069.0	1734619.0	33850394.0	1538444.0	55.2974254578	62.0	1.5	91.1	0.0	0.0	directional	1533300.0	1534803.0	180168808.0	5548365.0	11648375.0	110617160.0	3307191.0
G-1.1	10579125.0	3272807.0	0.0	67107829.0	7196829.0	115248557.0	5991007.0	53.3143049021	64.8	1.9	91.8	0.0	0.0	directional	5290146.0	5288979.0	605293738.0	19842939.0	36429291.0	368961544.0	10349688.0
G-10.1	10664579.0	3379797.0	1.0	66003028.0	7096723.0	113895447.0	5854981.0	53.592580906	64.9	1.9	91.8	0.0	0.0	directional	5331440.0	5333138.0	595148419.0	19899357.0	35772813.0	362206565.0	10173843.0
G-11.1	10050525.0	3180878.0	0.0	62406660.0	6777022.0	107826140.0	5522914.0	53.5904613322	64.8	1.9	91.8	0.0	0.0	directional	5029012.0	5021513.0	563784554.0	18754317.0	33857540.0	343302625.0	9614567.0
G-12.1	18126178.0	5606331.0	1.0	116854758.0	11183912.0	204355362.0	9855351.0	53.9664569282	64.5	1.7	91.8	0.0	0.0	directional	9059786.0	9066391.0	1062177299.0	33587860.0	64417977.0	646991435.0	18373855.0
G-2.1	10700488.0	3312788.0	0.0	67854861.0	7267362.0	116565927.0	6112848.0	53.1671572728	64.8	1.9	91.8	0.0	0.0	directional	5352260.0	5348228.0	612363167.0	20126124.0	36843599.0	373359331.0	10472087.0
G-3.1	10640113.0	3286650.0	0.0	67652134.0	7249697.0	116525992.0	5796112.0	53.9480831268	64.8	1.9	91.8	0.0	0.0	directional	5320498.0	5319615.0	611554138.0	19722875.0	36745419.0	372946312.0	10434584.0
G-4.1	3875856.0	1194192.0	0.0	25166953.0	2440538.0	44066237.0	2073921.0	54.2535388941	64.7	1.7	91.9	0.0	0.0	directional	1936637.0	1939219.0	227342749.0	7143969.0	13734491.0	138038365.0	3896165.0
G-5.1	4558546.0	1416829.0	0.0	29166697.0	2803405.0	50706848.0	2580709.0	53.2784156864	64.8	1.7	91.8	0.0	0.0	directional	2279400.0	2279146.0	262400308.0	8556084.0	15853976.0	159352572.0	4516810.0
G-6.1	3994020.0	1229438.0	0.0	25798096.0	2498257.0	44586788.0	2211822.0	53.7171431338	64.8	1.7	91.7	0.0	0.0	directional	1997724.0	1996296.0	232475610.0	7435280.0	14027638.0	141537248.0	4027583.0
G-7.1	4119044.0	1262353.0	0.0	27065332.0	2613528.0	47295376.0	2249323.0	53.9797555146	64.7	1.7	91.9	0.0	0.0	directional	2060298.0	2058746.0	244255349.0	7630720.0	14777481.0	148307046.0	4196586.0
G-8.1	11442828.0	3592277.0	0.0	72610935.0	7749155.0	126509911.0	6068639.0	54.2217911665	64.8	1.9	92.0	0.0	0.0	directional	5724414.0	5718414.0	654592375.0	21103744.0	39399294.0	397265627.0	11057453.0
G-9.1	11127564.0	3522160.0	1.0	69517456.0	7457059.0	120486346.0	5956891.0	53.9999606922	64.8	1.9	91.9	0.0	0.0	directional	5564391.0	5563172.0	627613710.0	20606615.0	37711628.0	381764999.0	10676222.0
H-1.1	11083886.0	3474036.0	0.0	67301763.0	6930456.0	119247607.0	6045275.0	53.7969228756	62.0	1.8	90.3	0.0	0.0	directional	5542333.0	5541553.0	634295019.0	20603197.0	41194780.0	386769052.0	12851361.0
H-10.1	11306986.0	3629423.0	1.0	66961492.0	6942988.0	119243628.0	5999078.0	54.0087077984	62.1	1.8	90.3	0.0	0.0	directional	5653064.0	5653921.0	631109576.0	20935487.0	40913173.0	384294228.0	12754067.0
H-11.1	10664631.0	3421487.0	3.0	63362595.0	6618530.0	112896890.0	5642948.0	54.0554276619	62.1	1.8	90.3	0.0	0.0	directional	5335899.0	5328729.0	598586721.0	19729066.0	38743364.0	364899274.0	12066068.0
H-12.1	15939992.0	5002240.0	0.0	97808058.0	9435265.0	175899457.0	8416289.0	54.2942609405	61.8	1.6	90.4	0.0	0.0	directional	7972970.0	7967022.0	928878358.0	29358521.0	60522798.0	566488121.0	18724659.0
H-2.1	11167902.0	3501052.0	0.0	67706026.0	7038298.0	119972006.0	6166408.0	53.6007101772	62.1	1.8	90.3	0.0	0.0	directional	5587858.0	5580044.0	638190786.0	20835362.0	41373208.0	389223353.0	12877895.0
H-3.1	11100327.0	3474089.0	0.0	67435426.0	7058495.0	119703565.0	5865161.0	54.3080074504	62.1	1.8	90.3	0.0	0.0	directional	5547290.0	5553037.0	636770430.0	20439577.0	41230894.0	388550716.0	12791334.0
H-4.1	3990262.0	1246514.0	0.0	24708023.0	2411687.0	44462116.0	2105174.0	54.3488037919	62.0	1.7	90.5	0.0	0.0	directional	1994407.0	1995855.0	233184853.0	7341950.0	15144832.0	141799818.0	4658377.0
H-5.1	4683992.0	1476726.0	0.0	28559651.0	2756348.0	51189588.0	2620529.0	53.3408523869	62.0	1.7	90.4	0.0	0.0	directional	2341346.0	2342646.0	268683781.0	8781247.0	17468758.0	163303152.0	5406284.0
H-6.1	3110968.0	972837.0	0.0	19179484.0	1869709.0	34218235.0	1690939.0	53.8719638481	62.1	1.7	90.4	0.0	0.0	directional	1555249.0	1555719.0	180572049.0	5774744.0	11729874.0	109930639.0	3644108.0
H-7.1	4249351.0	1321686.0	0.0	26648487.0	2577707.0	47956981.0	2294186.0	54.0270886153	62.0	1.7	90.5	0.0	0.0	directional	2125711.0	2123640.0	250942011.0	7865223.0	16315561.0	152432213.0	5011062.0
H-8.1	11986791.0	3816686.0	0.0	72659017.0	7444383.0	130611201.0	6169800.0	54.551676566	62.1	1.8	90.5	0.0	0.0	directional	5995407.0	5991384.0	685004303.0	21973277.0	44425965.0	416148249.0	13715488.0
H-9.1	11787554.0	3780705.0	0.0	70415178.0	7252386.0	125825460.0	6110182.0	54.3745465829	62.1	1.8	90.4	0.0	0.0	directional	5897565.0	5889989.0	664413226.0	21678441.0	43013344.0	404550686.0	13356172.0
I-1.1	10153861.0	3100119.0	0.0	67678020.0	7195420.0	111606347.0	5363070.0	54.5406549373	67.6	2.0	92.0	0.0	0.0	directional	5080251.0	5073610.0	582844234.0	18617050.0	32407364.0	354315070.0	9642013.0
I-10.1	10288480.0	3224658.0	0.0	66744187.0	7154323.0	110586482.0	5319825.0	54.6301715774	67.6	2.0	92.1	0.0	0.0	directional	5145895.0	5142585.0	575087777.0	18832963.0	31952343.0	349135359.0	9515083.0
I-11.1	9699736.0	3036932.0	0.0	63119675.0	6833858.0	104689929.0	5009168.0	54.6592225917	67.6	2.0	92.1	0.0	0.0	directional	4847747.0	4851989.0	545273267.0	17745836.0	30279339.0	331340997.0	9009469.0
I-12.1	20409122.0	6214393.0	0.0	137809499.0	13698677.0	229740111.0	9917811.0	55.8521658464	67.6	1.9	92.1	0.0	0.0	directional	10203362.0	10205760.0	1187121602.0	36541326.0	66112983.0	720050748.0	19709584.0
I-2.1	10167197.0	3110129.0	0.0	67744361.0	7196232.0	111828093.0	5396708.0	54.445638259	67.6	2.0	92.1	0.0	0.0	directional	5085892.0	5081305.0	583548817.0	18674034.0	32412116.0	354754205.0	9613810.0
I-3.1	10144984.0	3092099.0	0.0	67735294.0	7236187.0	111933581.0	5156439.0	55.1552008365	67.6	2.0	92.1	0.0	0.0	directional	5073784.0	5071200.0	584582551.0	18393522.0	32452887.0	355598926.0	9625676.0
I-4.1	3768983.0	1148870.0	0.0	25713779.0	2513255.0	43147271.0	1914674.0	55.1623579387	67.4	1.8	92.1	0.0	0.0	directional	1883950.0	1885033.0	221990958.0	6832527.0	12414812.0	134511903.0	3689938.0
I-5.1	4346705.0	1333729.0	0.0	29220822.0	2828293.0	48755109.0	2325902.0	54.2908141752	67.6	1.8	92.1	0.0	0.0	directional	2172920.0	2173785.0	251252256.0	8006336.0	14033037.0	152234972.0	4180023.0
I-6.1	5625917.0	1709472.0	0.0	38175971.0	3736468.0	63385298.0	2931685.0	54.7957188192	67.5	1.8	92.0	0.0	0.0	directional	2811301.0	2814616.0	328584936.0	10267074.0	18343935.0	199442944.0	5500320.0
I-7.1	4003775.0	1213006.0	0.0	27668471.0	2701371.0	46378170.0	2073853.0	54.9166917445	67.5	1.8	92.2	0.0	0.0	directional	2004171.0	1999604.0	238253159.0	7290634.0	13323861.0	144238754.0	3942532.0
I-8.1	11119152.0	3450715.0	0.0	73961904.0	7860001.0	123783283.0	5550439.0	55.2633344642	67.6	2.0	92.2	0.0	0.0	directional	5558120.0	5561032.0	637427178.0	20120306.0	35502460.0	385844729.0	10474801.0
I-9.1	10799253.0	3380101.0	0.0	70686609.0	7552008.0	117539847.0	5445037.0	55.0297484391	67.6	2.0	92.1	0.0	0.0	directional	5402016.0	5397237.0	609638739.0	19624391.0	33874945.0	369937821.0	10047509.0
